sample	chr	startpos	endpos	nMajor	nMinor
A17A-0095_CRUK_PC_0095_M1	5	28919259	28934292	6	3
A17A-0095_CRUK_PC_0095_M1	5	28934294	58229195	2	2
A17A-0095_CRUK_PC_0095_M1	5	58229227	58634225	6	3
A17A-0095_CRUK_PC_0095_M1	5	58634279	59360254	2	2
A17A-0095_CRUK_PC_0095_M1	5	59360282	59411475	6	3
A17A-0095_CRUK_PC_0095_M1	5	59411487	75581962	2	2
A17A-0095_CRUK_PC_0095_M1	5	75581965	76962274	6	3
A17A-0095_CRUK_PC_0095_M1	5	76962294	90391288	2	2
A17A-0095_CRUK_PC_0095_M1	5	90391303	90666728	6	3
A17A-0095_CRUK_PC_0095_M1	5	90666811	126806945	2	2
A17A-0095_CRUK_PC_0095_M1	5	126806982	126873303	9	0
A17A-0095_CRUK_PC_0095_M1	5	126873530	146964898	2	2
A17A-0095_CRUK_PC_0095_M1	5	146964940	156036987	6	3
A17A-0095_CRUK_PC_0095_M1	5	156037052	156238582	8	7
A17A-0095_CRUK_PC_0095_M1	5	156238635	158101202	6	3
A17A-0095_CRUK_PC_0095_M1	5	158101378	159198337	18	5
A17A-0095_CRUK_PC_0095_M1	5	159199338	159236779	36	5
A17A-0095_CRUK_PC_0095_M1	5	159236813	159622286	18	5
A17A-0095_CRUK_PC_0095_M1	5	159622419	173569376	6	3
A17A-0095_CRUK_PC_0095_M1	5	173569396	174655516	2	2
A17A-0095_CRUK_PC_0095_M1	5	174655530	175327680	6	3
A17A-0095_CRUK_PC_0095_M1	5	175327687	178368552	3	2
A17A-0095_CRUK_PC_0095_M1	5	178369213	179457898	6	3
A17A-0095_CRUK_PC_0095_M1	5	179457903	180789593	3	2
A17A-0095_CRUK_PC_0095_M1	6	202331	256537	1	0
A17A-0095_CRUK_PC_0095_M1	6	256558	382374	2	1
A17A-0095_CRUK_PC_0095_M1	6	382500	8339514	1	0
A17A-0095_CRUK_PC_0095_M1	6	8339516	17635410	6	3
A17A-0095_CRUK_PC_0095_M1	6	17635422	17722337	11	4
A17A-0095_CRUK_PC_0095_M1	6	17722359	29851039	6	3
A17A-0095_CRUK_PC_0095_M1	6	29851101	29905763	4	0
A17A-0095_CRUK_PC_0095_M1	6	29905773	30586341	6	3
A17A-0095_CRUK_PC_0095_M1	6	30586448	49755355	2	2
A17A-0095_CRUK_PC_0095_M1	6	49755358	49787541	6	3
A17A-0095_CRUK_PC_0095_M1	6	49787568	75229041	2	2
A17A-0095_CRUK_PC_0095_M1	6	75229198	75496426	1	0
A17A-0095_CRUK_PC_0095_M1	6	75496447	75511012	4	0
A17A-0095_CRUK_PC_0095_M1	6	75511041	77097624	1	0
A17A-0095_CRUK_PC_0095_M1	6	77097643	77102679	0	0
A17A-0095_CRUK_PC_0095_M1	6	77102716	77437305	1	0
A17A-0095_CRUK_PC_0095_M1	6	77437350	77459030	0	0
A17A-0095_CRUK_PC_0095_M1	6	77459061	78967017	1	0
A17A-0095_CRUK_PC_0095_M1	6	78967131	79036605	4	0
A17A-0095_CRUK_PC_0095_M1	6	79036668	79487727	1	0
A17A-0095_CRUK_PC_0095_M1	6	79487735	79497218	4	0
A17A-0095_CRUK_PC_0095_M1	6	79497227	98092274	1	0
A17A-0095_CRUK_PC_0095_M1	6	98092313	98112058	5	0
A17A-0095_CRUK_PC_0095_M1	6	98112121	109181261	1	0
A17A-0095_CRUK_PC_0095_M1	6	109181398	116829395	2	2
A17A-0095_CRUK_PC_0095_M1	6	116829554	117362650	6	3
A17A-0095_CRUK_PC_0095_M1	6	117362856	118046362	2	2
A17A-0095_CRUK_PC_0095_M1	6	118046395	118078415	6	3
A17A-0095_CRUK_PC_0095_M1	6	118078528	123342606	2	2
A17A-0095_CRUK_PC_0095_M1	6	123342695	123671661	6	3
A17A-0095_CRUK_PC_0095_M1	6	123671675	137151298	2	2
A17A-0095_CRUK_PC_0095_M1	6	137151684	139990599	1	0
A17A-0095_CRUK_PC_0095_M1	6	139990600	140003813	5	0
A17A-0095_CRUK_PC_0095_M1	6	140003853	152380598	1	0
A17A-0095_CRUK_PC_0095_M1	6	152380617	152401807	4	0
A17A-0095_CRUK_PC_0095_M1	6	152401821	168333514	1	0
A17A-0095_CRUK_PC_0095_M1	6	168333540	168574151	1	1
A17A-0095_CRUK_PC_0095_M1	6	168574260	168597751	3	1
A17A-0095_CRUK_PC_0095_M1	6	168597776	170568088	1	0
A17A-0095_CRUK_PC_0095_M1	6	170568163	170579200	5	0
A17A-0095_CRUK_PC_0095_M1	6	170579275	170985833	1	0
A17A-0095_CRUK_PC_0095_M1	6	171010411	171051256	11	0
A17A-0095_CRUK_PC_0095_M1	7	31273	2838787	11	4
A17A-0095_CRUK_PC_0095_M1	7	2838826	2870379	27	6
A17A-0095_CRUK_PC_0095_M1	7	2870454	5939783	11	4
A17A-0095_CRUK_PC_0095_M1	7	5940032	5970922	3	2
A17A-0095_CRUK_PC_0095_M1	7	5970955	8792733	11	4
A17A-0095_CRUK_PC_0095_M1	7	8792814	9427299	13	9
A17A-0095_CRUK_PC_0095_M1	7	9427310	35503437	11	4
A17A-0095_CRUK_PC_0095_M1	7	35503445	43703502	2	2
A17A-0095_CRUK_PC_0095_M1	7	43703597	44455862	6	3
A17A-0095_CRUK_PC_0095_M1	7	44455926	45032112	2	2
A17A-0095_CRUK_PC_0095_M1	7	45032134	45058597	6	4
A17A-0095_CRUK_PC_0095_M1	7	45058756	51686316	2	2
A17A-0095_CRUK_PC_0095_M1	7	51686323	51756770	6	3
A17A-0095_CRUK_PC_0095_M1	7	51756829	90842875	2	2
A17A-0095_CRUK_PC_0095_M1	7	90842918	90904292	7	3
A17A-0095_CRUK_PC_0095_M1	7	90904376	102746305	3	2
A17A-0095_CRUK_PC_0095_M1	7	102746326	102838993	6	3
A17A-0095_CRUK_PC_0095_M1	7	102839017	111098750	3	2
A17A-0095_CRUK_PC_0095_M1	7	111098752	111231248	6	3
A17A-0095_CRUK_PC_0095_M1	7	111231366	118396035	3	2
A17A-0095_CRUK_PC_0095_M1	7	118396050	121253857	6	3
A17A-0095_CRUK_PC_0095_M1	7	121253879	134522232	3	2
A17A-0095_CRUK_PC_0095_M1	7	134522239	134739375	6	3
A17A-0095_CRUK_PC_0095_M1	7	134739498	151293249	3	2
A17A-0095_CRUK_PC_0095_M1	7	151293269	152017304	1	0
A17A-0095_CRUK_PC_0095_M1	7	152017481	152022522	0	0
A17A-0095_CRUK_PC_0095_M1	7	152022614	159128550	1	0
A17A-0095_CRUK_PC_0095_M1	8	113211	249329	1	0
A17A-0095_CRUK_PC_0095_M1	8	249343	2403437	4	0
A17A-0095_CRUK_PC_0095_M1	8	2403452	5987565	1	0
A17A-0095_CRUK_PC_0095_M1	8	5987600	6560710	4	0
A17A-0095_CRUK_PC_0095_M1	8	6560771	6991734	1	0
A17A-0095_CRUK_PC_0095_M1	8	6991789	6995490	0	0
A17A-0095_CRUK_PC_0095_M1	8	6995554	7153079	1	0
A17A-0095_CRUK_PC_0095_M1	8	7153082	7155665	0	0
A17A-0095_CRUK_PC_0095_M1	8	7155701	7258209	2	0
A17A-0095_CRUK_PC_0095_M1	8	7262216	7696900	0	0
A17A-0095_CRUK_PC_0095_M1	8	7709984	7774166	2	0
A17A-0095_CRUK_PC_0095_M1	8	7774168	8088644	0	0
A17A-0095_CRUK_PC_0095_M1	8	8088671	9397539	1	0
A17A-0095_CRUK_PC_0095_M1	8	9397681	9901420	0	0
A17A-0095_CRUK_PC_0095_M1	8	9901443	15931037	1	0
A17A-0095_CRUK_PC_0095_M1	8	15931068	15938691	4	0
A17A-0095_CRUK_PC_0095_M1	8	15938729	17397282	1	0
A17A-0095_CRUK_PC_0095_M1	8	17397308	17881253	4	0
A17A-0095_CRUK_PC_0095_M1	8	17881571	24310805	1	0
A17A-0095_CRUK_PC_0095_M1	8	24311071	24647511	4	0
A17A-0095_CRUK_PC_0095_M1	8	24647523	24972364	1	0
A17A-0095_CRUK_PC_0095_M1	8	24972423	24991264	4	0
A17A-0095_CRUK_PC_0095_M1	8	24991341	25066818	1	0
A17A-0095_CRUK_PC_0095_M1	8	25066834	25070664	0	0
A17A-0095_CRUK_PC_0095_M1	8	25070692	25313977	1	0
A17A-0095_CRUK_PC_0095_M1	8	25314047	27341271	0	0
A17A-0095_CRUK_PC_0095_M1	8	27341280	27700645	1	0
A17A-0095_CRUK_PC_0095_M1	8	27700720	28270500	4	0
A17A-0095_CRUK_PC_0095_M1	8	28270524	37558202	1	0
A17A-0095_CRUK_PC_0095_M1	8	37558205	56710536	2	2
A17A-0095_CRUK_PC_0095_M1	8	56710561	57753514	6	3
A17A-0095_CRUK_PC_0095_M1	8	57753585	66951488	2	2
A17A-0095_CRUK_PC_0095_M1	8	66951686	67786633	6	3
A17A-0095_CRUK_PC_0095_M1	8	67786792	67791721	1	0
A17A-0095_CRUK_PC_0095_M1	8	67791778	67936802	6	3
A17A-0095_CRUK_PC_0095_M1	8	67936829	68692827	4	0
A17A-0095_CRUK_PC_0095_M1	8	68692845	94696738	6	3
A17A-0095_CRUK_PC_0095_M1	8	94696756	95022587	11	4
A17A-0095_CRUK_PC_0095_M1	8	95022635	96349324	6	3
A17A-0095_CRUK_PC_0095_M1	8	96349482	96428310	16	4
A17A-0095_CRUK_PC_0095_M1	8	96428324	103158488	6	3
A17A-0095_CRUK_PC_0095_M1	8	103158642	103211479	11	4
A17A-0095_CRUK_PC_0095_M1	8	103211714	106439464	6	3
A17A-0095_CRUK_PC_0095_M1	8	106439552	120475434	4	0
A17A-0095_CRUK_PC_0095_M1	8	120475436	120913107	5	3
A17A-0095_CRUK_PC_0095_M1	8	120913117	121241295	7	7
A17A-0095_CRUK_PC_0095_M1	8	121241648	127546325	5	3
A17A-0095_CRUK_PC_0095_M1	8	127546365	128437659	11	4
A17A-0095_CRUK_PC_0095_M1	8	128437660	128811678	24	5
A17A-0095_CRUK_PC_0095_M1	8	128811712	129090224	17	5
A17A-0095_CRUK_PC_0095_M1	8	129090241	132317245	6	3
A17A-0095_CRUK_PC_0095_M1	8	132317280	132511739	10	4
A17A-0095_CRUK_PC_0095_M1	8	132511745	134472958	5	3
A17A-0095_CRUK_PC_0095_M1	8	134472969	146301295	5	2
A17A-0095_CRUK_PC_0095_M1	9	10674	13571341	1	0
A17A-0095_CRUK_PC_0095_M1	9	13571484	13575955	0	0
A17A-0095_CRUK_PC_0095_M1	9	13576004	24501835	1	0
A17A-0095_CRUK_PC_0095_M1	9	24501932	24519191	4	0
A17A-0095_CRUK_PC_0095_M1	9	24519195	29093231	1	0
A17A-0095_CRUK_PC_0095_M1	9	29093282	29098065	0	0
A17A-0095_CRUK_PC_0095_M1	9	29098104	35465054	1	0
A17A-0095_CRUK_PC_0095_M1	9	35465187	35494352	4	0
A17A-0095_CRUK_PC_0095_M1	9	35494385	40030444	1	0
A17A-0095_CRUK_PC_0095_M1	9	40033605	41696476	2	2
A17A-0095_CRUK_PC_0095_M1	9	41696477	42202732	1	0
A17A-0095_CRUK_PC_0095_M1	9	42203498	79809687	2	2
A17A-0095_CRUK_PC_0095_M1	9	79809695	81764078	6	3
A17A-0095_CRUK_PC_0095_M1	9	81764115	85705999	5	0
A17A-0095_CRUK_PC_0095_M1	9	85706164	85710834	0	0
A17A-0095_CRUK_PC_0095_M1	9	85710922	90545823	1	0
A17A-0095_CRUK_PC_0095_M1	9	90545881	90573690	4	0
A17A-0095_CRUK_PC_0095_M1	9	90573752	91059449	1	0
A17A-0095_CRUK_PC_0095_M1	9	91059463	91929603	3	2
A17A-0095_CRUK_PC_0095_M1	9	91929619	92015057	6	3
A17A-0095_CRUK_PC_0095_M1	9	92015108	93648754	3	2
A17A-0095_CRUK_PC_0095_M1	9	93648759	95519084	6	3
A17A-0095_CRUK_PC_0095_M1	9	95519223	107633388	3	2
A17A-0095_CRUK_PC_0095_M1	9	107633397	107763147	6	3
A17A-0095_CRUK_PC_0095_M1	9	107763245	110215995	3	2
A17A-0095_CRUK_PC_0095_M1	9	110216008	117117906	1	0
A17A-0095_CRUK_PC_0095_M1	9	117117912	117499348	3	2
A17A-0095_CRUK_PC_0095_M1	9	117499360	121278821	1	0
A17A-0095_CRUK_PC_0095_M1	9	121278823	121341504	4	1
A17A-0095_CRUK_PC_0095_M1	9	121341614	123074886	1	0
A17A-0095_CRUK_PC_0095_M1	9	123075036	134317533	3	2
A17A-0095_CRUK_PC_0095_M1	9	134317545	135272957	6	3
A17A-0095_CRUK_PC_0095_M1	9	135273020	139752023	3	2
A17A-0095_CRUK_PC_0095_M1	9	139752039	141127771	1	0
A17A-0095_CRUK_PC_0095_M1	10	60969	1422724	2	2
A17A-0095_CRUK_PC_0095_M1	10	1422761	1506675	6	3
A17A-0095_CRUK_PC_0095_M1	10	1507026	3678312	2	2
A17A-0095_CRUK_PC_0095_M1	10	3678502	3702305	1	1
A17A-0095_CRUK_PC_0095_M1	10	3702426	15336657	2	2
A17A-0095_CRUK_PC_0095_M1	10	15336691	16805597	6	3
A17A-0095_CRUK_PC_0095_M1	10	16805604	27561769	2	2
A17A-0095_CRUK_PC_0095_M1	10	27561956	27587874	6	3
A17A-0095_CRUK_PC_0095_M1	10	27587962	27972144	2	2
A17A-0095_CRUK_PC_0095_M1	10	27972329	28025879	6	3
A17A-0095_CRUK_PC_0095_M1	10	28026003	30625855	2	2
A17A-0095_CRUK_PC_0095_M1	10	30625890	31177699	6	3
A17A-0095_CRUK_PC_0095_M1	10	31177756	32739405	2	2
A17A-0095_CRUK_PC_0095_M1	10	32739430	32788554	6	3
A17A-0095_CRUK_PC_0095_M1	10	32788612	49741229	2	2
A17A-0095_CRUK_PC_0095_M1	10	49741350	51190208	6	3
A17A-0095_CRUK_PC_0095_M1	10	51328934	51723199	2	2
A17A-0095_CRUK_PC_0095_M1	10	51723219	59099594	6	3
A17A-0095_CRUK_PC_0095_M1	10	59099677	59656146	8	7
A17A-0095_CRUK_PC_0095_M1	10	59656766	71729979	6	3
A17A-0095_CRUK_PC_0095_M1	10	71729982	71760956	27	0
A17A-0095_CRUK_PC_0095_M1	10	71761001	73449173	6	3
A17A-0095_CRUK_PC_0095_M1	10	73449317	75749923	8	7
A17A-0095_CRUK_PC_0095_M1	10	75750046	87673238	6	3
A17A-0095_CRUK_PC_0095_M1	10	87673799	88545295	2	2
A17A-0095_CRUK_PC_0095_M1	10	88545321	88592630	9	0
A17A-0095_CRUK_PC_0095_M1	10	88592658	99393208	3	2
A17A-0095_CRUK_PC_0095_M1	10	99393234	100688651	1	0
A17A-0095_CRUK_PC_0095_M1	10	100688774	100702396	0	0
A17A-0095_CRUK_PC_0095_M1	10	100702431	121470755	1	0
A17A-0095_CRUK_PC_0095_M1	10	121470757	121492667	5	0
A17A-0095_CRUK_PC_0095_M1	10	121492771	132636079	1	0
A17A-0095_CRUK_PC_0095_M1	10	132636278	132638921	0	0
A17A-0095_CRUK_PC_0095_M1	10	132638963	132989015	1	0
A17A-0095_CRUK_PC_0095_M1	10	132989161	132991237	0	0
A17A-0095_CRUK_PC_0095_M1	10	132991254	135523407	1	0
A17A-0095_CRUK_PC_0095_M1	11	123284	22271038	2	2
A17A-0095_CRUK_PC_0095_M1	11	22271070	22713710	6	2
A17A-0095_CRUK_PC_0095_M1	11	22713713	46454871	2	2
A17A-0095_CRUK_PC_0095_M1	11	46454908	46576160	6	3
A17A-0095_CRUK_PC_0095_M1	11	46576169	47991563	2	2
A17A-0095_CRUK_PC_0095_M1	11	47991568	48038966	6	3
A17A-0095_CRUK_PC_0095_M1	11	48038997	58041187	2	2
A17A-0095_CRUK_PC_0095_M1	11	58041208	59128073	6	3
A17A-0095_CRUK_PC_0095_M1	11	59128095	74936955	3	2
A17A-0095_CRUK_PC_0095_M1	11	74937006	77644376	6	3
A17A-0095_CRUK_PC_0095_M1	11	77644419	81452558	11	4
A17A-0095_CRUK_PC_0095_M1	11	81452578	82208506	17	5
A17A-0095_CRUK_PC_0095_M1	11	82208555	94907381	11	4
A17A-0095_CRUK_PC_0095_M1	11	94907408	95116627	16	5
A17A-0095_CRUK_PC_0095_M1	11	95116654	109253410	11	4
A17A-0095_CRUK_PC_0095_M1	11	109253445	109341426	18	5
A17A-0095_CRUK_PC_0095_M1	11	109341493	113670991	1	0
A17A-0095_CRUK_PC_0095_M1	11	113671018	113711592	5	0
A17A-0095_CRUK_PC_0095_M1	11	113711675	122849571	1	0
A17A-0095_CRUK_PC_0095_M1	11	122849592	123766151	18	5
A17A-0095_CRUK_PC_0095_M1	11	123766294	126322393	11	4
A17A-0095_CRUK_PC_0095_M1	11	126322533	133008650	17	5
A17A-0095_CRUK_PC_0095_M1	11	133008743	133334071	52	8
A17A-0095_CRUK_PC_0095_M1	11	133334163	134946358	17	5
A17A-0095_CRUK_PC_0095_M1	12	61107	5221867	9	0
A17A-0095_CRUK_PC_0095_M1	12	5221876	5223469	0	0
A17A-0095_CRUK_PC_0095_M1	12	5223505	6278660	9	0
A17A-0095_CRUK_PC_0095_M1	12	6278661	9632882	1	0
A17A-0095_CRUK_PC_0095_M1	12	9632926	9734974	0	0
A17A-0095_CRUK_PC_0095_M1	12	9734976	10914024	1	0
A17A-0095_CRUK_PC_0095_M1	12	10914054	10926413	4	0
A17A-0095_CRUK_PC_0095_M1	12	10926487	15740899	1	0
A17A-0095_CRUK_PC_0095_M1	12	15740920	48313018	2	2
A17A-0095_CRUK_PC_0095_M1	12	48313025	48383235	6	3
A17A-0095_CRUK_PC_0095_M1	12	48383285	61014467	3	2
A17A-0095_CRUK_PC_0095_M1	12	61014503	61228190	6	3
A17A-0095_CRUK_PC_0095_M1	12	61228243	61283753	11	4
A17A-0095_CRUK_PC_0095_M1	12	61283788	63610574	6	3
A17A-0095_CRUK_PC_0095_M1	12	63610625	65073779	8	7
A17A-0095_CRUK_PC_0095_M1	12	65073978	65644117	14	9
A17A-0095_CRUK_PC_0095_M1	12	65644335	92255299	8	7
A17A-0095_CRUK_PC_0095_M1	12	92255352	93130766	6	3
A17A-0095_CRUK_PC_0095_M1	12	93130779	97758782	3	2
A17A-0095_CRUK_PC_0095_M1	12	97758817	98684112	6	3
A17A-0095_CRUK_PC_0095_M1	12	98684153	104436588	3	2
A17A-0095_CRUK_PC_0095_M1	12	104436660	104751472	6	3
A17A-0095_CRUK_PC_0095_M1	12	104751510	104813328	11	4
A17A-0095_CRUK_PC_0095_M1	12	104813359	107900258	6	3
A17A-0095_CRUK_PC_0095_M1	12	107900261	110730078	5	0
A17A-0095_CRUK_PC_0095_M1	12	110730097	110801413	10	0
A17A-0095_CRUK_PC_0095_M1	12	110801501	112497707	5	0
A17A-0095_CRUK_PC_0095_M1	12	112497761	112566175	10	0
A17A-0095_CRUK_PC_0095_M1	12	112566315	133234486	5	0
A17A-0095_CRUK_PC_0095_M1	12	133234499	133841335	2	0
A17A-0095_CRUK_PC_0095_M1	13	19020627	34025044	6	3
A17A-0095_CRUK_PC_0095_M1	13	34025048	35642193	1	0
A17A-0095_CRUK_PC_0095_M1	13	35642248	41982559	6	3
A17A-0095_CRUK_PC_0095_M1	13	41982847	49533333	4	0
A17A-0095_CRUK_PC_0095_M1	13	49533410	49536749	0	0
A17A-0095_CRUK_PC_0095_M1	13	49536756	51608785	4	0
A17A-0095_CRUK_PC_0095_M1	13	51608790	59393002	5	3
A17A-0095_CRUK_PC_0095_M1	13	59393023	65279088	1	0
A17A-0095_CRUK_PC_0095_M1	13	65279159	65824140	4	0
A17A-0095_CRUK_PC_0095_M1	13	65824153	95171411	1	0
A17A-0095_CRUK_PC_0095_M1	13	95171561	95293149	0	0
A17A-0095_CRUK_PC_0095_M1	13	95293192	96303474	1	0
A17A-0095_CRUK_PC_0095_M1	13	96303624	96311923	0	0
A17A-0095_CRUK_PC_0095_M1	13	96312086	104682519	4	0
A17A-0095_CRUK_PC_0095_M1	13	104682524	104701286	0	0
A17A-0095_CRUK_PC_0095_M1	13	104701372	115109567	1	0
A17A-0095_CRUK_PC_0095_M1	14	19002084	20143028	3	2
A17A-0095_CRUK_PC_0095_M1	14	20143060	20321917	4	2
A17A-0095_CRUK_PC_0095_M1	14	20321933	30362040	2	2
A17A-0095_CRUK_PC_0095_M1	14	30362219	30415178	6	3
A17A-0095_CRUK_PC_0095_M1	14	30415279	31522749	2	2
A17A-0095_CRUK_PC_0095_M1	14	31523039	31639339	6	3
A17A-0095_CRUK_PC_0095_M1	14	31639357	39098534	2	2
A17A-0095_CRUK_PC_0095_M1	14	39098622	39595252	3	3
A17A-0095_CRUK_PC_0095_M1	14	39595320	39670374	6	3
A17A-0095_CRUK_PC_0095_M1	14	39670567	57130137	2	2
A17A-0095_CRUK_PC_0095_M1	14	57130210	57242884	6	3
A17A-0095_CRUK_PC_0095_M1	14	57242905	73761247	2	2
A17A-0095_CRUK_PC_0095_M1	14	73761296	75231689	1	0
A17A-0095_CRUK_PC_0095_M1	14	75231705	88428509	2	2
A17A-0095_CRUK_PC_0095_M1	14	88428510	88505471	6	3
A17A-0095_CRUK_PC_0095_M1	14	88505522	99519113	2	2
A17A-0095_CRUK_PC_0095_M1	14	99519193	99567433	6	3
A17A-0095_CRUK_PC_0095_M1	14	99567450	106316381	3	2
A17A-0095_CRUK_PC_0095_M1	14	106316420	107289453	6	3
A17A-0095_CRUK_PC_0095_M1	15	20001200	22811205	3	2
A17A-0095_CRUK_PC_0095_M1	15	22811366	23470194	6	3
A17A-0095_CRUK_PC_0095_M1	15	23477542	46589776	2	2
A17A-0095_CRUK_PC_0095_M1	15	46589916	46626935	6	3
A17A-0095_CRUK_PC_0095_M1	15	46626940	55982148	2	2
A17A-0095_CRUK_PC_0095_M1	15	55982226	57093962	6	3
A17A-0095_CRUK_PC_0095_M1	15	57094042	68644470	2	2
A17A-0095_CRUK_PC_0095_M1	15	68644530	68755132	5	3
A17A-0095_CRUK_PC_0095_M1	15	68755136	80646158	3	2
A17A-0095_CRUK_PC_0095_M1	15	80646166	84627989	3	3
A17A-0095_CRUK_PC_0095_M1	15	84628124	84792243	9	4
A17A-0095_CRUK_PC_0095_M1	15	84792501	88200826	3	3
A17A-0095_CRUK_PC_0095_M1	15	88200876	88255122	9	4
A17A-0095_CRUK_PC_0095_M1	15	88255214	100155295	3	3
A17A-0095_CRUK_PC_0095_M1	15	100155326	100216870	10	5
A17A-0095_CRUK_PC_0095_M1	15	100216900	101971806	3	3
A17A-0095_CRUK_PC_0095_M1	15	101971832	102018522	9	4
A17A-0095_CRUK_PC_0095_M1	15	102018586	102520965	3	3
A17A-0095_CRUK_PC_0095_M1	16	60085	1306377	6	3
A17A-0095_CRUK_PC_0095_M1	16	1306484	25060524	3	2
A17A-0095_CRUK_PC_0095_M1	16	25060787	25174448	6	3
A17A-0095_CRUK_PC_0095_M1	16	25174464	28561982	2	2
A17A-0095_CRUK_PC_0095_M1	16	28562256	28656526	6	3
A17A-0095_CRUK_PC_0095_M1	16	28700213	31010270	3	2
A17A-0095_CRUK_PC_0095_M1	16	31010374	31676116	1	0
A17A-0095_CRUK_PC_0095_M1	16	31676140	34338175	3	2
A17A-0095_CRUK_PC_0095_M1	16	34338485	34371508	7	3
A17A-0095_CRUK_PC_0095_M1	16	34371828	46489386	2	2
A17A-0095_CRUK_PC_0095_M1	16	46489599	47169989	6	3
A17A-0095_CRUK_PC_0095_M1	16	47170063	58474408	2	2
A17A-0095_CRUK_PC_0095_M1	16	58474492	58826456	1	0
A17A-0095_CRUK_PC_0095_M1	16	58826464	68714678	2	2
A17A-0095_CRUK_PC_0095_M1	16	68714748	68791152	6	3
A17A-0095_CRUK_PC_0095_M1	16	68791183	90292811	2	2
A17A-0095_CRUK_PC_0095_M1	17	56	193862	4	0
A17A-0095_CRUK_PC_0095_M1	17	193987	197267	0	0
A17A-0095_CRUK_PC_0095_M1	17	197308	3734836	4	0
A17A-0095_CRUK_PC_0095_M1	17	3734840	3735858	0	0
A17A-0095_CRUK_PC_0095_M1	17	3735861	4524188	4	0
A17A-0095_CRUK_PC_0095_M1	17	4524203	14088111	1	0
A17A-0095_CRUK_PC_0095_M1	17	14089208	14111287	4	0
A17A-0095_CRUK_PC_0095_M1	17	14111313	16573772	1	0
A17A-0095_CRUK_PC_0095_M1	17	16574023	16587314	0	0
A17A-0095_CRUK_PC_0095_M1	17	16587410	16754377	1	0
A17A-0095_CRUK_PC_0095_M1	17	16754609	20517306	3	2
A17A-0095_CRUK_PC_0095_M1	17	20517310	20580215	6	3
A17A-0095_CRUK_PC_0095_M1	17	20580249	26295845	2	2
A17A-0095_CRUK_PC_0095_M1	17	26296049	26428761	7	3
A17A-0095_CRUK_PC_0095_M1	17	26428786	40160530	2	2
A17A-0095_CRUK_PC_0095_M1	17	40160565	42343605	1	0
A17A-0095_CRUK_PC_0095_M1	17	42343701	45865137	3	2
A17A-0095_CRUK_PC_0095_M1	17	45865211	46156510	6	3
A17A-0095_CRUK_PC_0095_M1	17	46156541	55101324	2	2
A17A-0095_CRUK_PC_0095_M1	17	55101388	55125816	6	3
A17A-0095_CRUK_PC_0095_M1	17	55125818	55928216	2	2
A17A-0095_CRUK_PC_0095_M1	17	55928223	58288091	6	3
A17A-0095_CRUK_PC_0095_M1	17	58288135	58756184	8	7
A17A-0095_CRUK_PC_0095_M1	17	58756268	68252027	6	3
A17A-0095_CRUK_PC_0095_M1	17	68252028	68341583	1	0
A17A-0095_CRUK_PC_0095_M1	17	68341894	70587877	2	2
A17A-0095_CRUK_PC_0095_M1	17	70587958	71282367	6	3
A17A-0095_CRUK_PC_0095_M1	17	71282390	73527662	3	2
A17A-0095_CRUK_PC_0095_M1	17	73527698	73586358	6	3
A17A-0095_CRUK_PC_0095_M1	17	73586381	76456352	3	2
A17A-0095_CRUK_PC_0095_M1	17	76456364	76472240	1	0
A17A-0095_CRUK_PC_0095_M1	17	76472249	81194235	3	2
A17A-0095_CRUK_PC_0095_M1	18	10644	3795517	2	2
A17A-0095_CRUK_PC_0095_M1	18	3795827	3880507	6	3
A17A-0095_CRUK_PC_0095_M1	18	3880559	9915836	2	2
A17A-0095_CRUK_PC_0095_M1	18	9915858	10263360	5	3
A17A-0095_CRUK_PC_0095_M1	18	10263417	13413912	2	2
A17A-0095_CRUK_PC_0095_M1	18	13413913	13467834	6	3
A17A-0095_CRUK_PC_0095_M1	18	13467992	23092228	2	2
A17A-0095_CRUK_PC_0095_M1	18	23092229	41854836	6	3
A17A-0095_CRUK_PC_0095_M1	18	41854889	42317579	8	7
A17A-0095_CRUK_PC_0095_M1	18	42317704	47771360	6	3
A17A-0095_CRUK_PC_0095_M1	18	47771480	47827809	8	7
A17A-0095_CRUK_PC_0095_M1	18	47827822	56002597	6	3
A17A-0095_CRUK_PC_0095_M1	18	56002732	56801644	18	5
A17A-0095_CRUK_PC_0095_M1	18	56801688	59559324	6	3
A17A-0095_CRUK_PC_0095_M1	18	59559463	60457920	8	7
A17A-0095_CRUK_PC_0095_M1	18	60458020	72392105	6	3
A17A-0095_CRUK_PC_0095_M1	18	72392175	75667838	4	0
A17A-0095_CRUK_PC_0095_M1	18	75667842	75683823	14	0
A17A-0095_CRUK_PC_0095_M1	18	75683866	78017073	4	0
A17A-0095_CRUK_PC_0095_M1	19	90974	3835667	1	0
A17A-0095_CRUK_PC_0095_M1	19	3835812	23355399	3	2
A17A-0095_CRUK_PC_0095_M1	19	23355400	23534460	1	0
A17A-0095_CRUK_PC_0095_M1	19	23534557	23775869	2	2
A17A-0095_CRUK_PC_0095_M1	19	23775922	24390855	1	0
A17A-0095_CRUK_PC_0095_M1	19	24390916	32145626	2	2
A17A-0095_CRUK_PC_0095_M1	19	32145741	33801895	6	3
A17A-0095_CRUK_PC_0095_M1	19	33802104	39667381	3	2
