	Chr	Position	Bg02es	Bj	Gm06990	Gm12801	Gm12812	Gm12813	Gm12878	Helas3	Hepg2	Huvec	Imr90	K562	Mcf7	Nhek	Sknsh
SNP4445	7	123297679	67.979828	41.143986	40.483883	48.504467	37.85656	44.39814	43.037712	60.47998	44.84227	55.684231	27.858212	53.798763	63.53548	64.219208	49.821259
SNP4446	7	123757610	32.099884	18.888117	28.547251	35.786865	26.90873	35.047947	28.569597	32.804779	25.381947	35.691303	23.321035	32.009281	52.739487	35.954254	49.243153
SNP4447	7	124100012	23.234991	28.998568	20.321518	24.301977	25.406849	30.899588	19.036972	25.04039	18.661018	19.004326	38.249382	22.394621	33.174831	30.899378	43.622967
SNP4448	7	124637224	32.864464	24.74069	23.103863	26.591255	26.909172	28.118029	26.359251	49.084003	21.747391	32.972054	29.446793	22.866259	27.390156	27.380032	34.25758
SNP4449	7	126112465	21.494291	13.041789	34.336235	42.427998	48.291656	48.265831	40.413185	29.941292	9.915779	12.189785	7.268959	20.033144	13.567654	31.049603	36.711357
SNP4450	7	126616912	19.637207	13.331552	32.920067	39.851017	43.678684	40.662029	35.979652	22.308054	24.078159	15.193433	16.340654	30.527779	17.845797	22.589554	39.646637
SNP4451	7	126864146	29.289127	29.42992	42.879993	42.797188	44.303097	44.060562	42.220867	24.663488	37.203102	25.33498	34.860107	40.455864	24.565771	31.52532	47.307331
SNP4452	7	127005660	38.903568	41.132469	50.817986	47.346462	48.148121	49.353184	51.939274	34.757973	44.406551	37.801952	46.699829	49.065178	32.895329	38.833141	52.621529
SNP4453	7	127433046	60.678757	52.310951	54.129414	52.448967	53.590446	52.469177	57.697739	43.936008	54.28661	45.110542	58.306786	53.340755	53.221085	46.094334	64.161667
SNP4454	7	127603915	56.438408	58.296215	59.775032	57.720669	54.882595	58.428417	62.039753	51.601765	60.204987	50.769543	57.3689	58.196457	63.904556	56.434727	66.27581
SNP4455	7	128001980	71.783463	73.738312	75.733757	70.335228	67.600769	70.351295	79.06797	71.863007	78.283211	76.178345	77.491005	70.867676	78.164337	70.466232	67.46682
SNP4456	7	128046159	73.715759	73.879288	76.911003	71.638397	67.578171	70.807053	79.35218	73.617615	78.360725	79.261406	79.486237	73.688301	77.592728	70.019272	67.922623
SNP4457	7	128253110	73.846298	74.703514	75.832489	69.116486	69.103218	69.082695	74.298347	73.0765	79.365692	78.538803	79.900002	72.679565	75.197456	69.71331	66.738075
SNP4458	7	128454127	76.161423	74.015366	77.524467	70.83242	70.583771	71.501915	79.125839	66.032227	72.294205	77.830048	82.801521	77.615311	73.346504	72.775497	71.551041
SNP4459	7	128694869	72.855682	70.459923	79.269981	70.776512	71.875229	74.096283	79.453789	60.806976	76.188087	66.150787	73.857475	71.422028	69.965775	66.307404	64.999054
SNP4460	7	128883092	76.711006	67.215736	78.537239	69.534325	70.146187	72.840866	78.683472	65.479607	77.784103	67.631126	72.181953	67.314087	67.76635	68.716225	66.270515
SNP4461	7	129112036	73.679291	71.18647	73.425095	67.120644	68.228714	68.632568	75.249077	70.811409	75.471718	70.520988	76.106735	71.188766	72.677361	69.28154	66.609344
SNP4462	7	129538388	76.79248	74.110954	71.175903	65.393906	64.928886	68.115242	75.967346	75.300217	76.524788	79.580406	81.904633	74.34317	73.409477	72.149757	66.339745
SNP4463	7	129634490	72.950348	74.976631	72.420616	67.8414	66.130554	68.845955	78.903931	78.503532	77.814392	81.073997	83.21843	75.564491	73.359695	71.287552	66.275597
SNP4464	7	129885580	60.501503	70.940636	68.228783	63.099777	62.763454	64.516289	69.479927	73.709351	69.344711	65.219521	79.221428	72.089851	66.770744	68.250038	63.47031
SNP4465	7	130371981	50.585625	73.830917	65.968582	62.767891	62.480263	66.733421	68.447197	66.261452	64.45607	67.274689	80.28035	57.705597	58.350716	68.156357	56.936066
SNP4466	7	131200397	77.008842	70.514397	59.835781	58.12027	56.094227	61.155048	63.084473	75.123466	58.024673	69.582115	71.319405	52.050323	65.02375	58.784412	59.576248
SNP4467	7	131329384	76.841599	68.188904	52.440845	53.582886	53.10339	54.781506	55.922134	76.883209	51.764797	74.054451	65.714394	50.499691	66.231308	59.330887	60.176872
SNP4468	7	131570958	56.131084	53.859238	37.791851	43.215652	39.888687	41.65712	41.663372	53.515976	37.647652	55.431763	45.231831	38.301483	49.485332	48.509739	59.254463
SNP4469	7	131754276	36.10236	39.051613	30.902849	35.538101	34.71785	34.724632	33.921101	36.750462	33.80484	57.102192	31.963779	37.470566	44.232296	54.415085	60.479488
SNP4470	7	132079368	34.654091	31.575382	33.043552	38.021465	33.093304	33.911533	34.693031	32.49754	37.184677	72.271561	26.625938	37.468781	39.303993	40.782177	62.757992
SNP4471	7	132406049	54.5271	53.719448	44.395336	45.848335	41.914452	43.625179	45.44014	54.634491	50.836094	64.505074	43.533436	42.40202	51.256363	49.537655	64.366135
SNP4472	7	132877177	64.656769	52.34581	53.402336	50.543777	48.843159	49.330933	56.255226	54.506008	59.476353	63.136169	46.422863	56.276943	55.648064	56.401855	62.042107
SNP4473	7	133157851	53.862774	34.790585	40.606354	43.541794	38.278721	37.726974	42.739365	39.026852	46.310814	46.264767	34.791557	43.305454	40.060848	37.360214	62.318897
SNP4474	7	133396071	47.218327	29.141201	31.25404	32.529751	28.899111	28.045284	30.529129	28.232849	34.919334	28.021347	22.874834	33.250492	28.327681	24.647284	59.038765
SNP4475	7	133405182	47.661392	28.90411	31.454288	32.460155	28.589632	27.965429	30.291214	28.454216	34.861862	27.519209	22.903692	33.412804	27.969391	24.649752	58.763378
SNP4476	7	133545943	53.261921	31.680698	35.789387	38.760178	31.351923	32.137676	34.203495	35.909882	40.727921	26.911188	29.483767	40.872208	29.961029	31.847002	57.914852
SNP4477	7	133830586	57.796429	47.613613	47.826717	46.556263	43.77261	46.170998	47.653599	54.50861	56.560558	45.434692	47.607224	54.298401	43.220844	54.67712	61.678658
SNP4478	7	134031611	49.390881	62.259171	48.217972	47.758129	45.581261	46.224697	50.650558	66.193886	61.516632	60.227455	65.774742	51.652069	48.766663	59.830215	62.615967
SNP4479	7	134216563	42.497944	72.570633	48.694965	49.160519	49.337692	51.149441	54.815472	77.06395	60.628071	74.129433	80.653778	41.293648	50.406357	69.59655	62.738995
SNP4480	7	134362334	62.502239	76.521446	52.480663	50.703995	52.743496	56.804157	58.639809	70.15773	63.620419	78.417801	85.424545	38.816364	44.888603	71.704285	60.258556
SNP4481	7	134394806	65.61692	76.54763	53.62009	51.622002	53.625355	57.773548	59.51461	68.561745	64.930046	78.544319	85.353508	38.457882	42.941586	71.595886	59.99572
SNP4482	7	134516596	62.987949	76.62603	57.259888	55.492599	59.716621	62.480629	64.253235	67.136261	69.752594	74.790985	83.582191	37.504333	38.922623	69.216156	58.815285
SNP4483	7	134892884	57.465702	60.937576	68.462502	69.467628	69.846275	69.842911	74.656647	60.071239	70.493599	66.141754	62.09343	55.685772	56.76392	67.445854	60.953186
SNP4484	7	135186371	68.446396	61.696606	67.651855	61.501507	65.882385	66.214493	73.947876	65.615799	69.159569	64.756424	63.35165	69.359795	65.73745	60.487984	60.570072
SNP4485	7	135570063	43.969746	60.978737	53.030403	56.559895	54.108456	56.653297	64.956169	59.18391	52.32077	52.049923	64.068138	66.505997	55.695194	57.101585	58.993813
SNP4486	7	136540281	29.301069	44.91304	22.400198	27.728065	23.712767	28.999119	22.510241	20.168285	18.224518	38.260651	72.421471	37.415142	14.545099	18.870417	53.321983
SNP4487	7	136680511	27.053972	54.246822	23.81411	28.05372	21.962276	29.854572	22.089233	19.345728	19.522511	39.388969	80.900902	33.928406	13.961531	17.876812	52.640705
SNP4488	7	136768028	27.228722	56.372459	27.724033	31.024433	24.208027	29.767496	23.15843	17.886192	23.234339	31.355797	83.116119	31.639166	14.735216	18.192917	52.691639
SNP4489	7	136967672	38.729774	49.076248	39.86908	34.404877	27.469599	34.49535	30.192411	18.183617	35.657528	21.717304	79.559311	32.154068	16.374138	19.586773	54.803722
SNP4490	7	137242368	49.382847	66.980553	55.389088	46.339798	37.891304	48.271381	45.124039	34.945839	57.170288	37.01527	79.29496	40.234901	24.790436	33.22644	50.806877
SNP4491	7	137681600	66.683289	61.758366	65.159264	56.932987	52.463921	61.391872	63.302845	64.565071	83.068192	45.981606	71.322815	52.367416	50.312511	37.258244	56.907471
SNP4492	7	137885478	70.428856	47.296555	52.998684	50.708073	48.424324	55.040695	54.43639	57.127571	83.141647	36.852402	55.265484	50.242538	49.091782	32.636284	55.983124
SNP4493	7	137965318	68.138496	42.367546	49.741734	49.503319	49.11216	54.925774	50.561478	55.868221	83.152161	32.869576	47.985741	50.393848	51.598145	31.820683	57.226002
SNP4494	7	138033325	64.588974	39.448887	46.896751	49.71785	48.34613	54.430836	49.385845	55.861382	83.060745	32.647461	43.482105	50.98774	52.512905	32.446335	58.308411
SNP4495	7	138289125	58.899494	39.105736	48.97084	50.136005	49.324974	55.675137	52.091606	67.093422	79.446709	34.715164	36.666718	48.047359	51.765873	33.055126	59.925865
SNP4496	7	138338397	57.671257	44.257607	50.367714	52.187473	50.770809	57.279953	54.795994	71.598434	78.260918	38.739388	39.126186	49.330254	53.654461	35.774834	60.915817
SNP4497	7	138556729	64.189491	62.855904	66.226585	62.462601	60.889843	64.382957	67.661003	71.663597	70.26992	60.50975	52.882957	61.145798	62.056934	52.049629	65.131638
SNP4498	7	138749516	71.2799	69.89769	74.57428	66.95208	64.159073	68.719437	75.880348	77.056686	75.057579	74.840706	64.819649	72.995544	68.290817	65.445732	64.118797
SNP4499	7	139183940	70.509972	56.482269	69.355774	64.787834	59.720325	64.659721	73.143608	69.369698	70.477638	63.712666	73.67543	64.386261	67.65287	66.59034	65.985657
SNP4500	7	139227014	68.731293	54.502567	69.403763	64.342407	59.398083	63.810707	72.036644	66.42292	69.301712	61.481209	73.394211	62.267471	66.902115	65.492638	65.846558
SNP4501	7	139540573	50.662083	51.092201	74.655037	67.835663	61.082199	67.589142	71.088509	56.637226	70.945732	64.961845	81.52877	60.340992	59.909344	65.340851	64.129082
SNP4502	7	139760550	56.159992	48.758121	70.188995	63.855339	57.779198	64.121506	69.370811	58.392693	75.968132	64.054001	78.856133	65.465164	62.401474	63.577309	65.028069
SNP4503	7	139994170	66.976768	51.091621	60.394928	57.87957	55.559044	61.339474	71.857918	57.764565	79.499962	49.425468	66.487938	68.585548	66.455948	62.999462	65.488625
SNP4504	7	140256930	74.855156	67.349129	58.173862	55.608383	56.109169	63.669243	63.118885	62.943451	69.152252	44.310669	72.456116	67.859169	66.316582	68.253578	66.786514
SNP4505	7	140622107	68.130638	52.188557	55.993988	55.764362	59.960228	66.083817	62.333939	52.33939	76.235352	41.366943	53.032768	55.335445	69.363052	50.474545	62.217628
SNP4506	7	140954181	59.63464	29.383514	44.996311	45.694992	52.12291	54.294479	48.666855	28.014553	61.369282	28.21435	31.362474	44.13327	60.847111	34.509361	59.82975
SNP4507	7	141114082	65.98027	30.293524	44.856178	47.09285	48.941631	49.653206	47.998993	24.748516	53.709423	31.945177	31.227633	42.12611	57.080132	37.313511	56.560677
SNP4508	7	141341118	68.750275	35.504562	51.962009	52.768841	52.885174	52.303749	53.953182	33.731354	58.954666	38.215679	31.960279	47.431213	53.572994	42.155354	51.831951
SNP4509	7	141454520	64.784309	35.247547	50.528423	49.374763	54.258099	51.304688	53.052288	33.854645	60.150494	40.096127	29.922401	44.83997	50.50132	44.258377	49.960636
SNP4510	7	141490492	61.638844	33.724445	49.655998	48.361122	53.177467	50.511219	51.939178	31.597094	59.169846	38.857521	29.0562	43.099724	48.428261	44.573124	49.092579
SNP4511	7	142364035	40.202156	70.297661	55.711063	53.218494	47.424046	49.005264	55.822617	36.563332	26.187624	69.218605	66.507797	36.223804	29.444557	49.129086	43.869827
SNP4512	7	142667856	28.787121	42.665565	54.727291	48.726463	47.755802	46.043522	55.981976	29.479689	37.621048	48.693768	42.657509	46.906769	28.872332	35.875004	34.990753
SNP4513	7	143161555	67.906151	73.763275	45.172752	45.371605	46.312622	45.538616	52.192955	57.514629	51.544235	78.923492	62.706829	56.44791	43.951534	64.338364	30.978979
SNP4514	7	143398815	21.432686	39.191902	44.016655	42.194706	40.536797	27.225595	42.480968	33.791538	53.904743	50.835629	36.630329	50.44178	40.446899	31.288559	27.595551
SNP4515	7	143784416	38.874886	40.438717	35.825424	46.117214	41.383774	42.534302	47.495338	34.645481	54.667156	48.716938	30.960369	39.061451	35.386147	39.002991	25.399244
SNP4516	7	144094628	48.812649	30.206264	37.292881	46.305649	43.307316	47.880295	48.699455	42.954163	35.333817	36.386288	9.07606	21.68556	36.584473	55.40329	18.105801
SNP4517	7	144441609	30.896914	18.19066	32.592381	37.695194	42.772182	45.89875	38.007504	30.712029	16.278614	32.570091	5.091403	19.83674	19.759594	28.113876	13.376744
SNP4518	7	145780876	32.606075	17.25452	10.507807	14.565918	16.495352	15.218912	7.711902	12.362663	7.262351	10.962645	5.447438	22.198315	13.821168	13.839509	34.130291
SNP4519	7	146238951	27.599438	14.536279	12.239304	14.401363	15.460656	12.401564	5.374283	8.019628	7.672909	10.08175	4.817683	17.910517	11.732685	15.222761	32.644791
SNP4520	7	146523778	23.988394	13.314137	10.953691	14.521896	15.23909	13.024586	5.10804	6.163836	8.111598	10.750099	6.553818	14.59984	13.580863	14.044128	34.187622
SNP4521	7	146784168	15.422975	15.267183	11.808887	12.4461	12.051206	11.949071	6.100748	4.866721	8.096771	10.475088	10.432327	14.696191	10.695702	12.259508	35.493561
SNP4522	7	147064729	16.947031	21.619909	13.522909	14.455967	13.405435	16.326015	7.472228	6.656005	9.168181	10.449022	30.88316	15.558713	13.96945	17.236252	36.648834
SNP4523	7	147691260	28.422703	17.860487	30.001947	28.250219	27.027149	29.133049	30.716476	9.049073	24.548748	13.116267	10.71127	26.33283	17.717573	17.613567	42.840954
SNP4524	7	147957117	46.970074	19.315399	47.511711	45.178982	40.48291	42.944401	47.510212	23.18531	45.13995	18.58037	19.773132	41.018536	34.634434	29.362791	50.543568
SNP4525	7	148106686	50.894089	30.609468	54.362061	51.187065	48.697666	53.237762	56.438892	33.566704	53.043613	26.700718	32.102482	47.222767	43.032383	36.592937	54.155163
SNP4526	7	148375841	57.972107	51.908478	64.399719	58.91713	59.753826	63.420124	66.036621	54.837368	64.762321	49.998806	51.327946	63.141972	60.067646	52.667576	60.652725
SNP4527	7	148456815	60.713257	53.370487	67.922203	60.447403	61.861012	66.293755	70.493492	60.22744	67.350342	49.913799	53.265415	65.920883	63.397457	55.75494	62.375042
SNP4528	7	148923974	74.840775	70.663834	73.269409	71.079102	66.191856	67.589111	76.251457	75.047874	78.193977	77.300385	72.97863	71.116226	73.372482	69.207672	64.514938
SNP4529	7	149028756	67.3508	67.246918	68.250999	67.876106	63.421547	65.48571	74.668587	68.771385	75.1782	69.782372	70.021294	67.639099	71.511063	66.940384	62.383747
SNP4530	7	149408229	62.346615	44.363605	56.458046	55.071445	55.701683	55.771515	61.68119	51.929729	65.486229	48.130383	43.001049	62.734882	70.571465	57.096333	57.850231
SNP4531	7	149656535	46.625484	34.379658	50.537868	54.787334	54.192207	58.162342	57.192699	53.307865	60.983509	36.897503	31.97998	56.74802	63.609318	38.230484	52.430454
SNP4532	7	149872124	56.770088	35.688457	64.027985	59.622643	60.675297	67.531235	66.465019	59.158813	70.273628	40.504318	25.997288	61.50169	57.092525	31.681805	55.176842
SNP4533	7	149926474	65.829887	39.817047	67.955353	63.291874	62.91613	69.402229	68.19471	63.881638	73.123253	45.705688	29.881844	64.421478	57.711952	34.226765	56.5261
SNP4534	7	150171362	69.247894	42.320759	75.136261	68.863235	69.011444	69.412529	78.62587	64.832352	76.280128	70.289406	35.364185	67.765099	57.455402	39.621128	62.860405
SNP4535	7	150214471	64.674461	40.678974	75.001442	67.407089	67.578499	69.263107	77.261429	59.146893	74.395233	70.882576	35.011707	65.601715	55.126534	36.601543	61.928459
SNP4536	7	150228977	62.546932	40.358562	74.950668	66.700432	67.067749	69.180038	76.653107	57.131001	73.406181	70.756615	35.085735	64.994949	54.339958	35.59642	61.694092
SNP4537	7	150473030	42.585258	48.067177	74.769691	61.262196	57.89642	63.934238	73.742668	47.528397	64.424324	64.262115	52.382267	70.497688	58.367977	45.777699	66.000267
SNP4538	7	150561773	51.200478	57.167645	70.357071	61.676308	56.922493	62.601624	73.019592	55.419868	67.980515	69.914108	61.884914	75.270851	65.475418	57.138092	66.715569
SNP4539	7	150567376	51.82943	57.675297	70.116714	61.72662	57.031052	62.603176	73.034332	55.994106	68.287292	70.394592	62.440361	75.538506	65.887573	57.751919	66.81839
SNP4540	7	150692483	65.002098	65.849663	68.984871	65.509575	61.768745	65.288147	73.704979	69.458168	74.315041	82.207619	72.807503	80.424072	74.104843	68.84404	72.164261
SNP4541	7	150989489	66.609718	68.062637	68.938934	63.129894	62.190079	66.823303	71.863411	71.483559	70.257484	72.207603	74.886108	71.828346	70.822151	63.148556	67.917885
SNP4542	7	151163113	70.686226	69.623474	62.294807	59.812405	59.29409	62.737865	70.002289	75.163269	64.169876	69.262856	77.648483	69.139999	69.129036	67.261719	69.362198
SNP4543	7	151477218	51.200272	71.287781	51.745804	50.503197	46.793911	51.735855	57.781582	68.898735	55.192287	74.912567	82.14753	52.774055	68.526352	68.475426	66.935394
SNP4544	7	151863360	45.843826	42.144131	48.719337	49.336796	48.883778	50.27169	53.592232	54.046165	53.042061	41.562996	49.188427	57.212681	59.111629	43.132191	60.684246
SNP4545	7	152226185	63.970646	56.295834	62.996662	60.798004	58.595673	62.196255	68.09993	65.786064	64.083481	56.213154	53.970184	69.034607	71.422173	53.784988	65.169716
SNP4546	7	152535670	55.932743	35.491966	52.518726	51.232315	49.788998	51.423512	57.412212	53.843693	59.396454	43.211796	36.514484	61.119774	64.617836	34.421535	62.400414
SNP4547	7	153348139	14.801222	17.072906	14.389973	20.552164	18.863297	19.27552	13.895986	10.036451	17.482998	14.373498	9.890523	31.782639	17.400846	24.084389	37.011864
SNP4548	7	153603955	22.916071	16.357414	11.705141	15.390374	17.362232	18.325008	11.666599	9.447152	17.452265	14.480217	9.484425	30.089275	14.421227	19.761717	40.655468
SNP4549	7	153956006	41.406891	18.444521	12.511744	18.711332	24.195406	22.840731	13.637641	8.843422	17.212366	14.865802	8.260752	32.759235	14.430712	19.027082	40.076626
SNP4550	7	154118824	35.315048	16.201899	16.568064	23.321808	28.786976	29.047228	16.865824	11.949957	21.400141	16.744509	10.052988	35.462482	19.246704	22.094128	45.156513
SNP4551	7	154211231	27.765532	14.003365	18.7799	24.254566	28.388309	28.971004	17.008543	10.894089	21.452309	15.560167	9.882743	31.520576	20.494129	19.389559	42.248074
SNP4552	7	154317691	16.531656	11.488754	14.850543	17.521549	21.281675	21.376484	13.184991	8.148956	16.248058	11.287368	7.522794	20.65774	15.145431	13.542498	29.167692
SNP4553	7	154532309	31.650738	21.930796	31.162704	38.94334	42.559677	44.545601	33.735298	22.83988	38.010765	19.282057	21.219988	39.568623	36.977646	24.12557	53.994347
SNP4554	7	155026173	35.944359	50.888607	50.039238	49.199116	54.45319	56.127701	53.670742	59.456436	53.602894	46.558044	54.24316	50.999172	62.844978	48.197048	55.67094
SNP4555	7	155433148	55.457451	40.729118	59.578243	52.870319	54.218475	56.717899	64.334755	48.7187	77.672096	47.791004	42.247509	54.770535	64.859566	50.026779	47.724586
SNP4556	7	155929869	18.469124	23.937466	32.955822	40.033478	39.163307	41.216957	40.725765	26.888359	57.65781	26.075026	25.055265	38.366241	53.491169	31.755568	37.248989
SNP4557	7	156141114	29.740646	26.279182	38.343639	45.011028	46.475731	48.66703	46.753082	29.212719	68.373695	25.977455	26.174225	46.145744	59.632141	32.700729	43.375656
SNP4558	7	156581351	56.232384	42.965641	59.036285	60.544537	62.914192	65.546982	65.575821	59.87027	73.982681	59.954338	44.691082	66.738258	70.187965	58.490471	55.723072
SNP4559	7	156769154	63.024853	58.747456	64.21051	66.41581	66.272087	69.073654	70.948486	68.118683	73.719841	71.802719	60.331615	68.410355	72.720543	69.681587	62.549541
SNP4560	7	156900537	66.531517	66.856216	65.046974	64.727379	64.072983	67.065857	72.88401	66.143723	74.155136	62.291805	68.650192	66.774338	75.127602	70.606079	64.418373
SNP4561	7	157069993	79.499619	75.52504	69.856369	66.392426	63.927204	68.426033	75.669106	77.372437	76.692482	68.508163	78.058105	67.066841	76.993279	71.053314	65.057869
SNP4562	7	157335106	54.613655	59.919895	55.052322	57.461136	55.308453	60.468784	65.017509	54.600136	64.530746	47.471657	62.090405	56.296356	68.371346	52.790012	64.693939
SNP4563	7	157573097	38.536224	38.044334	36.690395	44.94474	40.287739	44.959412	44.539074	36.093189	49.451042	29.082298	39.565834	43.699459	53.773605	35.896809	56.794765
SNP4564	7	157983315	29.551409	28.538477	27.819302	34.879089	32.459469	32.718525	33.065254	32.093861	52.823845	28.972637	29.508301	39.132408	48.265152	34.541924	48.57328
SNP4565	7	158083157	38.273273	28.678032	30.235445	37.650204	35.237949	35.123482	36.581337	36.061172	58.268368	30.191183	32.157936	39.365227	53.202953	35.014751	52.107952
SNP4566	7	158206313	52.999561	36.237717	34.704288	43.49358	39.482155	40.438545	42.789768	46.372898	67.341232	38.369236	39.152966	49.357609	62.789429	39.234184	56.197487
SNP4567	7	158366850	64.572426	50.174473	46.796055	49.468674	47.39959	49.489365	52.244034	60.24387	73.611572	53.524765	51.947056	65.928757	69.874214	52.525986	59.644421
SNP4568	8	454511	55.391407	31.426071	29.454422	32.310917	28.530436	27.113813	32.771778	32.92165	63.478344	29.349194	31.089987	39.289734	36.761036	48.842781	42.691875
SNP4569	8	655202	54.209515	27.885153	23.386475	30.600863	27.887077	27.222052	32.007984	31.156389	55.11525	32.040867	30.076469	38.865623	37.34066	40.880402	39.931404
SNP4570	8	778017	53.127712	26.997023	21.851749	27.462265	26.322084	25.763102	29.446741	27.046865	48.948032	28.033249	26.811453	37.461357	31.462645	38.316181	35.309284
SNP4571	8	1329048	34.514404	30.119299	16.845306	24.334053	19.653826	21.720848	30.252077	26.539104	31.77766	33.14904	28.240286	42.230968	33.696373	31.529999	34.420151
SNP4572	8	1641891	68.94342	55.191315	31.9793	34.874725	25.880672	30.248833	37.820004	55.74979	43.361534	70.542847	51.34444	65.034775	54.338856	53.849327	46.30645
SNP4573	8	1678679	72.461578	56.829926	33.34444	36.374592	27.05759	30.525097	38.277309	59.011715	44.744785	74.044914	52.922127	65.387245	55.791271	56.514343	47.500298
SNP4574	8	1880936	70.312912	50.434006	25.675516	33.658775	25.370569	27.132015	31.911821	53.344711	38.349361	69.821892	51.922321	58.358345	55.726166	53.076115	47.972092
SNP4575	8	1898777	69.178047	49.869118	25.234026	32.966606	25.172705	26.932571	31.102755	52.633213	37.113552	68.059235	51.436398	58.23761	55.351646	52.68095	47.953396
SNP4576	8	1983054	60.706753	45.946899	23.467415	30.26071	25.689709	26.113544	28.098318	49.261375	32.254581	58.718349	47.250706	54.782955	51.745132	47.926434	47.653908
SNP4577	8	2000484	58.284561	44.771427	23.136168	29.75466	25.860218	26.039322	27.705448	48.184372	31.316191	56.650005	46.015953	53.609962	50.66576	46.183464	47.421326
SNP4578	8	2006706	57.225708	44.244705	23.009008	29.547915	25.919025	26.026932	27.569046	47.677616	30.915447	55.777584	45.475368	53.116005	50.190109	45.398804	47.296131
SNP4579	8	2348055	22.320124	17.459019	31.420107	38.515137	29.758663	35.800991	31.688278	16.980974	15.367694	17.282251	17.39926	49.829926	25.282524	22.264221	30.946308
SNP4580	8	2892575	20.839531	16.385405	25.12171	28.52047	24.792141	28.968088	26.049572	6.701796	9.063131	10.951812	11.558352	40.601784	10.617785	15.529926	15.876236
SNP4581	8	2945149	23.116377	16.174469	24.900856	26.990723	23.584536	27.98403	25.027149	7.031443	11.014495	11.780066	11.400889	42.753731	11.007295	14.83487	16.196638
SNP4582	8	3021945	27.08386	17.175255	24.618113	25.387794	23.025681	26.511648	24.621382	8.68375	13.113645	13.599985	10.65753	46.403419	12.122224	15.177069	16.75251
SNP4583	8	3174175	23.299067	15.905272	20.066896	21.624212	18.447765	23.915895	21.695904	6.688485	9.241926	11.344689	6.971753	43.33617	11.749293	15.612833	13.472379
SNP4584	8	3261856	17.753769	15.168803	17.237457	19.742878	18.839226	20.268042	18.116915	5.960876	9.832044	10.853813	6.714212	35.450726	14.418923	14.592905	13.723461
SNP4585	8	3574191	19.130257	13.675111	12.624008	15.12435	18.535818	17.067139	15.112886	7.300807	15.399352	13.372674	7.076838	23.585056	17.380022	15.933121	14.128886
SNP4586	8	3990264	33.019844	13.785996	10.195519	14.350389	16.074442	13.799773	7.993083	6.680621	20.808868	11.405799	5.523695	14.108205	13.713923	13.95179	12.853536
SNP4587	8	4542921	16.192951	15.576211	10.5253	14.62534	16.321121	14.94841	7.901518	8.227225	10.73117	12.003464	5.616757	17.290142	11.34816	17.562325	13.159129
SNP4588	8	5527091	21.746695	28.660326	17.729412	19.71896	19.308475	19.567749	17.876656	9.708409	16.285587	18.195822	11.37418	22.562761	13.265234	22.158871	22.253956
SNP4589	8	6017983	21.893942	34.556751	41.494614	41.55851	43.423901	38.340771	47.228909	27.179644	38.740753	34.402691	31.196274	39.204311	17.587925	30.002787	39.821526
SNP4590	8	6381363	45.961815	54.535084	63.662319	56.007168	58.505497	55.75832	68.899551	60.21307	57.255909	61.925636	54.92038	55.022346	35.839825	36.341648	52.59449
SNP4591	8	6578263	54.789383	62.403168	72.676468	64.965157	62.590012	61.733166	76.430923	66.828461	62.959694	68.874313	63.114773	62.436638	46.842548	51.955372	55.814056
SNP4592	8	6660566	53.337456	60.548168	74.227936	63.868622	61.328606	60.481609	74.890656	65.071945	59.807224	66.166176	59.483788	62.167374	46.639572	54.434036	58.425922
SNP4593	8	6776679	46.139233	48.602306	67.545227	58.16996	58.698021	57.034359	66.437912	58.038013	52.371403	53.089653	47.971165	53.651386	37.730499	48.541729	55.913361
SNP4594	8	6857052	43.195156	40.638733	62.445831	53.576401	54.915524	53.28606	62.912746	48.44479	47.094975	42.238556	39.930546	48.893848	32.649178	41.514595	53.328167
SNP4595	8	8357777	67.456512	71.828087	74.028816	65.923401	63.384773	64.991859	75.17202	66.377396	75.677704	65.223045	79.87468	51.476261	66.406662	66.526428	52.792973
SNP4596	8	8809908	73.28537	66.772095	66.267395	64.1996	65.134758	65.997139	67.809296	64.835648	66.354836	68.679123	72.615128	66.169754	65.868088	58.242359	60.173534
SNP4597	8	8994172	76.280258	58.418358	59.71912	58.705914	62.587219	61.456951	58.91515	62.806072	61.646004	71.644341	63.360088	63.5126	63.813862	58.860947	61.458534
SNP4598	8	9019126	76.81218	55.696259	58.446491	57.676662	61.513412	60.410606	57.712246	60.613594	60.428783	70.016739	61.092579	63.6003	63.438087	58.15213	61.640255
SNP4599	8	9524980	48.602112	31.813972	44.133919	46.205338	50.689106	48.157604	49.131496	42.35556	65.772621	34.15564	31.181974	48.322067	42.88245	43.653469	58.457138
SNP4600	8	9668297	55.620152	38.169552	46.282124	46.775391	50.506645	48.637081	47.863747	44.387192	69.720718	38.47958	33.420708	46.126507	44.589844	51.085014	58.727718
SNP4601	8	9836489	64.376152	41.927216	46.314491	46.239677	44.640068	41.2831	42.844288	43.450096	61.103703	45.986191	36.317986	46.600216	43.226845	48.542595	57.502979
SNP4602	8	10171792	59.824554	28.407871	41.113026	41.238174	34.724586	34.150429	39.112885	39.162964	40.759857	48.083652	21.876595	46.410484	34.027546	40.540451	58.690594
SNP4603	8	10339368	56.292427	35.154007	48.471283	46.902847	39.116158	42.290409	45.466423	53.840794	44.586334	67.670547	25.927906	54.173344	43.424381	59.616608	61.404339
